Rank,Name,Symbol,country,sector,previousClose,marketCap,trailingPE,forwardPE,priceToBook,profitMargins,enterpriseToRevenue,enterpriseToEbitda,totalRevenue,revenuePerShare,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,debtToEquity,currentRatio,quickRatio,totalCash,totalDebt,bookValue,beta,fiveYearAvgDividendYield,payoutRatio,trailingAnnualDividendYield,trailingAnnualDividendRate,Index,Continent,maxAge,totalEsg,environmentScore,socialScore,governanceScore,ratingYear,ratingMonth,highestControversy,peerCount,esgPerformance,peerGroup
1168,Kyocera,6971.T,Japan,Industrials,1725,16206243410,84.03281,19.463688,0.735916,0.01449,1.178,14.839,2003603947520,1422.311,-0.027,0.27568,0.07936,-0.051880002,0.0035499998,0.0100300005,9.239,3.187,1.807,430949990400,310484008960,2367.118,0.181,2.55,2.4213,0.028985508,50,Asian Index,Asia,86400,19.15,6.3,4.98,7.87,2025,2,2,236,LAG_PERF,Technology Hardware
1169,Telkom Indonesia,TLK,Indonesia,Communication Services,15.96,16195827712,11.489209,8.872223,0.011658075,0.15049,0.441,0.986,150197002829824,75809.45,-0.022,0.59946,0.44685,0.28537,0.09789,0.19549999,47.385,0.698,0.607,27175000473600,73138998083584,1369.866,0.303,4.13,0.78010005,11.184461,178.504,Other,Other,,,,,,,,,,,
1170,Industrivarden,INDU-A.ST,Sweden,Financial Services,402,16186081927,13.72228,14.85229,1.091292,0.97503,13.914,14.042,12977999872,30.05,N/A,1,0.99083,1.01025,0.049289998,0.08189,4.893,0.311,0.3,843000000,7789000192,368.554,0.855,2.94,0.26450002,0.020522388,8.25,Other,Other,86400,14.4,0.2,3.25,10.96,2025,2,0,357,LAG_PERF,Diversified Financials
1171,Pan Pacific International Holdings,7532.T,Japan,Consumer Defensive,4063,16178109100,25.706858,22.885038,4.2126894,0.04341,1.239,13.318,2176097058816,3645.496,0.074,0.31976,0.093059994,0.08424,0.06303,0.17042999,83.318,1.215,0.641,220303998976,486724993024,962.568,-0.096,0.67,0.1586,0.006153089,25,Asian Index,Asia,86400,22.68,3.31,13.82,5.55,2025,2,1,268,AVG_PERF,Retailing
1172,Nippon Paint,4612.T,Japan,Basic Materials,1032,16164867985,19.23077,17.574175,1.5390202,0.07771,1.794,11.695,1638719946752,697.719,0.166,0.40118998,0.15338,0.110319994,0.040549997,0.08641,47.199,1.813,1.143,288300990464,760012996608,677.379,0.916,0.93,0.2767,0.014534884,15,Asian Index,Asia,86400,34,14.34,12.11,7.55,2025,2,1,182,LEAD_PERF,Chemicals
1173,YANGHE,002304.SZ,China,Consumer Defensive,78.86,16130989196,14.244164,13.049341,2.2341743,0.27639,3.024,8.629,30359664640,20.153,-0.448,0.73245,0.35046002,0.10957,0.09713,0.15825,0.123,4.668,2.767,27158200320,65678440,35.512,1.101,2.8,0.83660007,0.08863809,6.99,Asian Index,Asia,,,,,,,,,,,
1174,Aluminum Corporation of China,601600.SS,China,Basic Materials,7.7,16127860139,12.606557,10.985715,1.9840041,0.04933,1.024,6.354,210444288000,12.443,0.16,0.16126,0.16122,0.0801,0.07091,0.17873,58.159,1.152,0.654,22955925504,63953743872,3.876,2.102,N/A,0.1322,0.021038963,0.162,Asian Index,Asia,,,,,,,,,,,
1175,XPO Logistics,XPO,United States,Industrials,124.58,16109187072,38.755417,28.385489,9.14791,0.04794,2.264,15.03,8072000000,69.586,-0.009,0.17406,0.15064,0.08533,0.05969,0.26997,257.464,1.06,1.06,451000000,4121999872,13.684,1.973,N/A,0,0,0,S&P 500,North America,86400,23.21,7.38,10.77,5.06,2025,2,1,172,AVG_PERF,Transportation
1176,Computershare,CPU.AX,Australia,Financial Services,41.9,16072507261,28.671232,21.357143,12.769981,0.17473,8.367,25.664,3062818048,5.179,0.064,0.30499,0.32604,0.28318,0.09634,0.27302998,115.21,1.509,1.352,1122487040,2212984064,3.278,0.657,2.78,0.5859,0.01319809,0.553,Other,Other,86400,16.88,3.83,9.83,3.23,2025,2,1,603,LAG_PERF,Software & Services
1177,Hyundai Mobis,012330.KS,South Korea,Consumer Cyclical,254500,16068518246,N/A,5.1455083,N/A,0.059949998,0.284,4.552,57198537342976,633469.06,-0.016,0.13246,0.0624,0.06489,0.026970001,0.08198,7.326,2.3,1.71,9955958587392,3171959963648,N/A,0.756,1.78,0.1184,N/A,N/A,Asian Index,Asia,86400,14.4,3.54,5.32,5.55,2023,9,1,1,UNDER_PERF,Auto Components
1178,UDR Apartments,UDR,United States,Real Estate,42.83,16068158464,166.53847,92.127655,4.2137017,0.05269,12.498,21.183,1700177024,5.163,0.054,0.66546994,0.58999,0.20417999,0.01747,0.02037,134.709,0.341,0.005,4553000,6009240064,10.276,0.876,3.64,6.5192,0.039691806,1.7,S&P 500,North America,86400,15.36,5.03,3.89,6.44,2025,2,1,512,LAG_PERF,Real Estate
1179,Expeditors,EXPD,United States,Industrials,116.4,16045608960,20.405596,21.695168,7.246089,0.07642,1.461,14.051,10600514560,75.185,0.297,0.13302,0.103999995,0.10191,0.14029,0.35157,25.561,1.771,1.522,1148320000,568937024,16.108,0.973,1.15,0.2552,0.012542956,1.46,S&P 500,North America,86400,18.4,5.07,9.04,4.29,2025,2,2,172,LAG_PERF,Transportation
1180,Hua Xia Bank,600015.SS,China,Financial Services,7.24,16023695326,4.5796175,4.4382715,0.39221033,0.38404,9.152,N/A,70095003648,4.645,0.091,0,0,0.46462002,0.00649,0.08203,N/A,N/A,N/A,683603001344,1206311059456,18.332,0.395,5.36,0.2446,0.06685083,0.484,Asian Index,Asia,,,,,,,,,,,
1181,Carlsberg,CARL-B.CO,Denmark,Consumer Defensive,880,16003211897,17.25034,14.809389,4.2309318,0.12153,1.941,10.12,75010998272,565.583,N/A,0.45833,0.19181,0.14203,0.05915,0.28406,124.592,0.572,0.417,11601000448,38139998208,210.261,0.667,2.62,0.5233,0.030681819,27,Other,Other,86400,22.76,5.3,10.99,6.46,2025,2,3,224,AVG_PERF,Food Products
1182,Fidelity National Financial,FNF,United States,Financial Services,59.46,15983254528,12.944085,9.723747,2.1347,0.09283,-3.336,-21.034,13681000448,50.483,0.053,0.53878,0.15861,0.16349001,0.01368,0.17396,50.645,39.168,39.168,67093999616,4320999936,28.196,1.43,3.86,0.4172,0.03262698,1.94,S&P 500,North America,86400,24.42,1.7,10.33,12.4,2025,2,2,180,AVG_PERF,Insurance
1183,Jacobs Engineering,J,United States,Industrials,129.06,15979737088,35.054493,19.345863,3.7601564,0.05303,1.529,14.293,11623669760,93.13,0.044,0.24937001,0.10695,0.0777,0.04547,0.0817,60.421,1.255,1.22,1897596032,3034074112,34.214,0.716,0.74,0.3169,0.0089880675,1.16,S&P 500,North America,86400,23.89,7.47,11.45,4.96,2025,2,2,134,AVG_PERF,Construction & Engineering
1184,Summit Therapeutics,SMMT,United Kingdom,Healthcare,22.12,15928877056,N/A,-49.973682,31.969698,0,N/A,-87.376,N/A,N/A,N/A,0,0,0,-0.31467,-0.7321,7.421,8.309,8.262,486896992,32499000,0.594,-0.88,N/A,0,0,0,S&P 500,North America,86400,26.57,,,,2025,2,0,503,AVG_PERF,Pharmaceuticals
1185,Molina Healthcare,MOH,United States,Healthcare,283.81,15916845056,14.285645,11.340724,3.6316419,0.0301,0.255,5.473,39163998208,682.3,0.191,0.12093,0.0466,0.03737,0.06995,0.27069,71.708,1.618,1.556,8986999808,3224000000,80.286,0.539,N/A,0,0,0,S&P 500,North America,86400,22.84,0.28,17.47,5.09,2025,2,1,305,AVG_PERF,Healthcare
1186,Chongqing Changan,000625.SZ,China,Consumer Cyclical,13.32,15910481374,26.66,15.682352,1.8197953,0.03262,0.43,7.847,154050985984,15.452,-0.198,0.16579,0.05483,0.01798,0.0076800003,0.04676,3.162,1.263,1.107,70172188672,2359807232,7.325,1.005,3.5,0.686,0.02575075,0.343,Asian Index,Asia,86400,37.9,10.47,17.95,9.47,2023,9,2,37,OUT_PERF,Automobiles
1187,Reliance,RS,United States,Basic Materials,301.06,15890802688,19.58419,17.543465,2.267235,0.063260004,1.249,11.944,13834999808,248.179,-0.063,0.29729998,0.10459,0.049089998,0.07184,0.11735,19.612,3.211,1.418,318100000,1418099968,134.406,0.899,1.72,0.28280002,0.014615027,4.4,S&P 500,North America,86400,19.18,7.44,7.24,4.49,2025,2,0,95,LAG_PERF,Traders & Distributors
1188,Pentair,PNR,United Kingdom,Industrials,92.94,15890266112,24.71123,19.05567,4.2852507,0.15318,4.135,18.383,4082800128,24.655,-0.012,0.39159,0.22494,0.20053,0.07723,0.18454,46.254,1.604,0.764,118700000,1648000000,21.567,1.198,1.41,0.246,0.009898859,0.92,Other,Other,86400,22,6.12,10.73,5.15,2025,2,1,268,AVG_PERF,Machinery
1189,Bajaj Holdings &amp,BAJAJHLDNG.NS,,,,15826020845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Adani Green Energy,ADANIGREEN.NS,India,Utilities,849.35,15818375734,105.82911,46.86379,13.986148,0.12624,19.858,25.437,108049997824,69.491,0.023,0.83184,0.78068,0.54672,N/A,N/A,306.013,N/A,N/A,74310000640,674299969536,59.777,1.076,N/A,0,0,0,Asian Index,Asia,,,,,,,,,,,
1191,RPM International,RPM,United States,Basic Materials,121.19,15817720832,23.82643,19.61039,5.7183433,0.08886,2.402,15.977,7345251840,57.521,0.03,0.41373003,0.15036,0.1272,0.087419994,0.2576,85.751,2.226,1.256,268683008,2330423040,21.125,1.006,1.75,0.3735,0.015595346,1.89,S&P 500,North America,86400,32.46,17.28,9.06,6.12,2025,2,1,182,LEAD_PERF,Chemicals
1192,Alliant Energy,LNT,United States,Utilities,62.81,15816762368,23.654276,19.69969,2.3319652,0.17332001,6.643,15.156,3980999936,15.52,0.016,0.474,0.43833,0.25511998,0.02767,0.10014,148.572,0.436,0.03,81000000,10405999616,27.286,0.598,3.11,0.71379995,0.03056838,1.92,S&P 500,North America,86400,17.11,6.79,5.25,5.07,2025,2,0,234,LAG_PERF,Utilities
1193,ICON plc,ICLR,Ireland,Healthcare,201.39,15795264512,21.175419,13.376907,1.7095199,0.09557,2.329,11.294,8281675776,100.405,-0.012,0.29419002,0.20624,0.1721,0.04501,0.084359996,37.449,1.263,1.212,538785024,3566245120,117.922,1.188,N/A,0,0,0,Eurostoxx,Europe,86400,15.61,1.75,10.29,3.56,2025,2,1,503,LAG_PERF,Pharmaceuticals
1194,Bank of Nanjing,601009.SS,China,Financial Services,10.22,15786282483,6.3797464,4.990099,0.70826304,0.53019,3.562,N/A,37496868864,3.622,0.083,0,0,0.65636003,0.00837,0.11377,N/A,N/A,N/A,701653319680,714794729472,14.232,0.312,5.13,0.3397,0.08639922,0.883,Asian Index,Asia,,,,,,,,,,,
1195,Ares Capital,ARCC,United States,Financial Services,23.28,15759681536,9.510245,10.547727,1.1676059,0.50903,9.627,N/A,2990000128,4.792,0.074,1,0,0.7365,0.052610002,0.123959996,103.242,0.502,0.42,635000000,13788000256,19.874,1.058,9.28,0.78690004,0.082474224,1.92,S&P 500,North America,86400,18.57,0.82,7.03,10.72,2025,2,0,357,LAG_PERF,Diversified Financials
1196,Symbotic,SYM,United States,Industrials,24.47,15745370112,N/A,66.58333,12.991869,-0.00738,1.021,-35.187,1914929024,18.886,0.352,0.15409,-0.02901,-0.0506,-0.03415,-0.30059,6.285,1.219,1.053,903033984,24759000,1.845,1.798,N/A,0,0,0,S&P 500,North America,86400,38.96,,,,2025,2,1,268,LEAD_PERF,Machinery
1197,SharkNinja,SN,United States,Consumer Cyclical,102.89,15739917312,32.98071,21.061602,7.435842,0.07935,2.713,19.734,5528638976,39.508,0.297,0.48149,0.13746001,0.11477,0.10217,0.25694,47.566,1.729,1.066,363668992,920860032,13.794,N/A,N/A,0,0,0,S&P 500,North America,,,,,,,,,,,
1198,Western Midstream,WES,United States,Energy,41.13,15739755520,10.260869,10.843243,4.732806,0.42228,6.398,10.292,3534927872,9.299,0.138,0.71045995,0.62164,0.42573002,0.07771,0.4944,235.002,1.113,1.102,1124737024,7937229824,8.477,2.81,10.36,0.7417,0.07780209,3.2,S&P 500,North America,86400,32.69,,,,2025,2,2,85,LEAD_PERF,Refiners & Pipelines
1199,Baxter,BAX,United States,Healthcare,33.82,15736322048,N/A,12.012153,2.5381513,-0.06102,2.731,15.41,10636000256,20.855,0.01,0.39583,0.17723,0.101339996,0.02053,-0.042090002,191.472,1.36,0.537,1764000000,13448999936,13.63,0.614,2.06,4.64,0.030751035,1.04,S&P 500,North America,86400,21.91,2.73,13.51,5.68,2025,2,3,305,AVG_PERF,Healthcare
1200,ASUS,2357.TW,Taiwan,Technology,709,15713190765,15.480151,14.978541,1.9483546,0.06087,0.894,14.805,553325559808,744.959,0.233,0.17752,0.06038,0.070089996,0.03807,0.13332,9.375,1.595,0.885,85626142720,27405099008,358.251,0.514,7.19,0.3769,0.023977432,17,Asian Index,Asia,86400,15.45,1.06,6.57,7.82,2023,9,2,1,UNDER_PERF,Technology Hardware
1201,Hormel Foods,HRL,United States,Consumer Defensive,29.65,15679810560,20.206326,17.575916,2.0386617,0.06753,1.555,13.665,11920796672,21.748,-0.019,0.1701,0.11378,0.0956,0.05108,0.10222,37.633,2.32,1.168,766622976,3012111104,14.57,0.26,2.52,0.7687,0.0381113,1.13,S&P 500,North America,86400,26.11,11.11,10.12,4.88,2025,2,3,224,AVG_PERF,Food Products
1202,Sumitomo Realty &amp,8830.T,,,,15665668866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,AngloGold Ashanti,AU,South Africa,Basic Materials,31.64,15634916352,13.429185,11.378182,2.3767567,0.17331,3.168,7.999,5792999936,13.444,0.393,0.35733002,0.396,0.32856998,0.09201,0.17398001,25.881,2.185,1.249,1424999936,2152999936,13.165,0.963,0.66,0.176,0.028761063,0.91,S&P 500,North America,86400,34.06,13.61,16.81,3.63,2025,2,3,88,LEAD_PERF,Precious Metals
1204,Carlisle Companies,CSL,United States,Industrials,334.82,15624297472,18.23733,14.658564,6.0184336,0.26217,3.227,12.5,5003599872,107.604,-0.004,0.37727,0.25819,0.1831,0.1125,0.32693002,81.874,2.893,2.002,753500032,2016800000,55.605,0.959,1.11,0.2017,0.011050714,3.7,S&P 500,North America,86400,20.16,9.32,6.02,4.82,2025,2,1,68,AVG_PERF,Building Products
1205,Aurora Innovation,AUR,United States,Technology,7.425,15559443456,N/A,-15.544445,6.4648795,0,N/A,-15.452,N/A,N/A,N/A,0,0,0,-0.22467,-0.38756,6.453,11.943,11.648,1223000064,121000000,1.082,2.86,N/A,0,0,0,S&P 500,North America,86400,26.06,,,,2025,2,0,603,AVG_PERF,Software & Services
1206,Logitech,LOGI,Switzerland,Technology,104,15524260864,24.39294,22.104477,7.3676353,0.14378001,3.097,18.393,4556032000,29.837,0.068,0.43318,0.16836001,0.17606,0.116409995,0.30519,4.512,2.143,1.705,1502832000,94873000,14.071,0.59,1.34,0.32439998,0.012307692,1.28,Other,Other,86400,8.58,0.28,5.29,3.01,2025,2,2,236,LAG_PERF,Technology Hardware
1207,Hanwha Ocean (DSME),042660.KS,South Korea,Industrials,73000,15523637090,N/A,28.863447,N/A,0.02405,2.696,138.28,9753765871616,33048.566,0.41,0.03912,0.01949,0.009459999,0.00092,0.06852,118.564,1.078,0.17,1037313245184,4956889808896,N/A,1.234,1.43,0,N/A,N/A,Asian Index,Asia,,,,,,,,,,,
1208,Casey's General Stores,CASY,United States,Consumer Cyclical,405.59,15514981376,28.387455,25.145678,4.5304003,0.03573,1.163,15.405,14973769728,403.772,-0.029,0.23364,0.07548,0.06392,0.06916,0.17164,81.124,0.877,0.455,351723008,2707480064,89.917,0.824,0.65,0.1296,0.004585912,1.86,S&P 500,North America,86400,26.73,14.44,8.1,4.2,2025,2,2,85,AVG_PERF,Refiners & Pipelines
1209,Snam,SRG.MI,Italy,Utilities,4.474,15505727266,14.509678,12.156757,1.6771067,0.25515,N/A,N/A,4076000000,1.215,-0.207,0.75515,0.64426005,0.48239,0.04299,0.120950006,176.261,N/A,N/A,N/A,15934000128,2.682,0.632,5.63,0.91089994,0.063701384,0.285,Eurostoxx,Europe,86400,12.59,5.47,3.79,3.33,2025,2,1,234,LAG_PERF,Utilities
1210,Evergy,EVRG,United States,Utilities,68.06,15468186624,18.504053,16.946781,1.5705503,0.14769,5.101,11.494,5777800192,25.096,0.085,0.51565,0.4438,0.34443,0.027880002,0.08733,137.464,0.552,0.122,34600000,13823699968,43.593,0.639,3.85,0.6946,0.037760798,2.57,S&P 500,North America,86400,29.24,13.73,10.64,4.88,2025,2,1,234,AVG_PERF,Utilities
1211,Rogers Communication,RCI,Canada,Communication Services,28.19,15422714880,12.653333,7.592,1.4671476,0.08416,2.985,6.676,20604000256,38.618,0.027,0.46675,0.44719002,0.24831,0.04448,0.16639,457.878,0.664,0.519,1234000000,47632998400,19.405,0.596,3.49,0.625,0.07094714,2,Other,Other,86400,22.12,4.28,11.63,6.21,2025,2,3,100,AVG_PERF,Telecommunication Services
1212,Eicher Motors,EICHERMOT.NS,India,Consumer Cyclical,4962.45,15415009577,30.972925,27.095156,7.235331,0.23827,7.163,26.025,186457702400,680.594,0.19,0.47437,0.27522,0.20549,N/A,N/A,2.128,N/A,N/A,28827899904,4038599936,692.546,0.535,0.45,0.3152,0,0,Asian Index,Asia,86400,13.33,3.59,3.28,6.45,2023,9,2,37,UNDER_PERF,Automobiles
1213,Brookfield Infrastructure Partners,BIP,Bermuda,Utilities,32.99,15391068160,820.25006,36.86517,3.2217205,0.00271,4.25,10.394,21038999552,45.578,0.095,0.25491,0.40886003,0.24798,0.03018,0.052699998,171.152,3.333,1.713,2071000064,51093999616,10.184,1.07,4.36,40.5,0.049105786,1.62,Other,Other,86400,39.04,18.72,16.32,4,2025,2,1,63,LEAD_PERF,Industrial Conglomerates
1214,Brookfield Renewable Partners,BEP,Bermuda,Utilities,23.44,15380981760,N/A,-289.56253,1.8333993,-0.07897,12.617,23.978,5875999744,8.86,0.082,0.56093,0.52621,0.14175999,0.00791,-0.00027000002,94.333,0.634,0.634,3135000064,34389999616,12.635,0.869,4.35,6.4902,0.0605802,1.42,Other,Other,86400,15.82,2.82,9.8,3.2,2025,2,2,234,LAG_PERF,Utilities
1215,monday.com,MNDY,Israel,Technology,300.65,15369971712,466.17462,79.37568,14.425562,0.033299997,14.258,-1510.306,971995008,19.476,0.323,0.89332,-0.00944,0.03581,-0.008880001,0.03512,10.292,2.662,2.584,1461606016,106036000,20.359,1.303,N/A,0,0,0,Other,Other,86400,18.2,1.51,10.76,5.93,2025,2,0,603,LAG_PERF,Software & Services
1216,Burlington Stores,BURL,United States,Consumer Cyclical,235.79,15368750080,31.95179,24.113306,12.7079,0.044899996,1.832,18.903,10475057152,164.121,0.106,0.43242002,0.096920006,0.05331,0.0545,0.47104,457.004,1.169,0.417,857800000,5239491072,18.254,1.624,N/A,0,0,0,S&P 500,North America,86400,16.07,2.27,9.74,4.06,2025,2,1,268,LAG_PERF,Retailing
1217,Sartorius,SRT.DE,Germany,Healthcare,192.8,15353038081,155.86777,35.78748,4.7094665,0.02485,5.376,24.887,3380699904,49.013,0.067,0.45091,0.21601999,0.15163,0.027379999,0.04129,116.984,1.463,0.837,828700032,4559799808,40.047,1.036,0.46,0.60330003,0.0038381743,0.74,Eurostoxx,Europe,86400,19.9,0.88,11.31,7.71,2025,2,0,503,LAG_PERF,Pharmaceuticals
1218,ENEOS Holdings,5020.T,Japan,Energy,846.1,15349118112,9.8137865,8.53021,0.7198468,0.01907,0.4,7.94,13217284751360,4556.608,-0.102,0.09613,0.050419997,0.04244,0.01997,0.086780004,88.24,1.498,0.797,775906000896,3268233920512,1178.723,0.388,4.46,0.2776,0.028365443,24,Asian Index,Asia,86400,31.32,17.36,8.78,5.19,2025,2,2,85,LEAD_PERF,Refiners & Pipelines
1219,HDFC Life,HDFCLIFE.NS,India,Financial Services,622.85,15329598100,76.17284,97.93651,8.390562,0.01729,1.338,102.074,1010613878784,469.729,-0.359,0.08081,0.01311,0.024149999,0.00261,0.11652,12.337,0.898,0.074,6343099904,19499999232,73.535,0.836,N/A,0.2466,0,0,Asian Index,Asia,,,,,,,,,,,
1220,Celestica,CLS,Canada,Technology,119.25,15324069888,30.722328,24.923058,6.7912316,0.04437,1.474,17.76,9646000128,81.677,0.189,0.107159995,0.08299,0.08041,0.0651,0.23358999,42.02,1.493,0.828,423300000,796700032,16.331,2.269,N/A,0,0,0,Other,Other,86400,8.5,1.83,2.27,4.4,2025,2,0,236,LAG_PERF,Technology Hardware
1221,Almarai,2280.SR,Saudi Arabia,Consumer Defensive,57.6,15305228174,24.935064,21.021896,3.0312598,0.11026,3.198,12.604,20979511296,21.23,0.048,0.31765,0.25375998,0.12794,0.05337,0.12642999,56.77,1.504,0.419,528214016,10667789312,19.002,0.277,1.77,0.4329,0.017361112,1,Other,Other,,,,,,,,,,,
1222,Chewy,CHWY,United States,Consumer Cyclical,35.12,15302350848,36.75,56.35,61.697086,0.03513,1.256,81.21,11439852544,26.757,0.048,0.29194,0.015470001,0.008909999,0.021270001,1.3033999,243.318,0.741,0.322,507519008,543627008,0.548,1.102,N/A,0,0,0,S&P 500,North America,86400,28.27,,,,2025,2,1,268,AVG_PERF,Retailing
1223,Aptiv,APTV,Ireland,Consumer Cyclical,66.68,15294871552,9.615662,9.588109,1.788291,0.09064999,1.162,7.468,19712999424,76.89,-0.002,0.18937,0.15558,0.11107001,0.05511,0.17297001,97.832,1.525,1.047,1572999936,8888000512,37.424,1.746,1.16,0,0,0,Other,Other,86400,12.89,4.35,4.56,3.97,2025,2,1,86,LAG_PERF,Auto Components
1224,Repsol,REP.MC,Spain,Energy,12.71,15280671499,8.70979,3.8921874,0.59561956,0.03417,0.441,4.291,51386998784,43.438,-0.143,0.26625,0.102749996,0.08238,0.02898,0.055359997,42.52,1.356,0.908,7036000256,12373000192,20.911,0.882,6.95,0.6294,0.07671125,0.975,Eurostoxx,Europe,86400,24.14,13.53,6.12,4.49,2025,2,3,165,AVG_PERF,Oil & Gas Producers
1225,Renault,RNO.PA,France,Consumer Cyclical,48.76,15269788697,18.953669,4.1672325,0.43850717,0.01337,N/A,N/A,56232001536,206.383,0.147,0.07581,0.1,0.06999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111.948,1.647,5.63,0.7132,0.045118954,2.2,Eurostoxx,Europe,86400,19.74,4.08,9.66,6.01,2025,2,3,48,LAG_PERF,Automobiles
1226,ABN AMRO,ABN.AS,Netherlands,Financial Services,17.8,15262430632,6.485294,7.5708156,0.56941795,0.29071,6.821,N/A,8775000064,10.34,0.051,0,0,0.28642,0.00635,0.10321,N/A,N/A,N/A,51313999872,96335003648,30.979,1.207,N/A,0.5478,0.118539326,2.11,Eurostoxx,Europe,86400,18.63,0.42,9.75,8.47,2025,2,3,454,LAG_PERF,Banks
1227,AIB Group (Allied Irish Banks),A5G.IR,Ireland,Financial Services,6.34,15235396605,7.304598,17.652777,1.0767536,0.48029,-2.878,N/A,4819999744,1.861,0.141,0,0,0.5995,0.017239999,0.17085,N/A,N/A,N/A,42261999616,13050000384,5.902,1.601,13.78,0.3064,0.041955836,0.266,Eurostoxx,Europe,86400,11.43,1.19,6.45,3.79,2025,2,2,454,LAG_PERF,Banks
1228,CK Asset Holdings,1113.HK,Hong Kong,Real Estate,33.9,15231772954,7.80543,8.004641,0.31203082,0.35606998,3.43,12.351,44645998592,12.62,-0.106,0.53915,0.2777,0.2555,0.012999999,0.039189998,15.355,4.08,0.953,32399998976,61468999680,110.566,0.609,4.94,0.4638,0.059292033,2.01,Asian Index,Asia,86400,15.08,4.33,6.42,4.33,2025,2,1,512,LAG_PERF,Real Estate
1229,Telefonica Brasil,VIV,Brazil,Communication Services,9.15,15220722688,16.219297,12.164474,0.21865614,0.09828,0.502,1.6,54798352384,33.224,0.071,0.47837,0.31343,0.17325,0.04617,0.07807,27.896,0.961,0.795,6798718976,19276582912,42.281,0.23,5.54,0.77129996,0.24065574,2.202,Other,Other,,,,,,,,,,,
1230,Centrais Electricas Brasileiras,EBR,Brazil,Utilities,6.59,15219033088,8.538961,9.131944,0.12194669,0.27093,1.655,3.058,38078595072,16.92,0.258,0.46761,0.54118997,0.90269995,0.03782,0.08665,59.846,2.058,1.202,24589158400,72645820416,53.917,0.645,3.02,0.0924,0.27663124,1.823,Other,Other,,,,,,,,,,,
1231,Abu Dhabi Islamic Bank (ADIB),ADIB.AE,United Arab Emirates,,,15209148334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Nippon Y?sen,9101.T,Japan,Industrials,5257,15194072594,5.0025086,10.120233,0.7781291,0.18273,1.139,8.034,2574982053888,5667.899,0.063,0.17783001,0.1418,0.09471,0.030940002,0.17235,26.203,1.252,0.919,160737001472,776914010112,6663.419,1.145,7.9,0.2026,0.03994674,210,Asian Index,Asia,86400,17.43,7.69,4.97,4.77,2025,2,2,172,LAG_PERF,Transportation
1233,Inpex,1605.T,Japan,Energy,1901.5,15186840155,5.549438,7.1348734,0.47563174,0.1886,1.515,2.249,2265836945408,1891.982,-0.081,0.59604,0.67357004,0.46945998,0.10491,0.09087,20.707,1.631,0.967,241674993664,1063911030784,4026.224,0.731,4.03,0.2492,0.022613727,43,Asian Index,Asia,86400,33.61,17.07,6.88,9.66,2025,2,1,165,LEAD_PERF,Oil & Gas Producers
1234,Dubai Islamic Bank,DIB.AE,United Arab Emirates,Financial Services,7.69,15171470245,7.3942313,9.734177,1.3989449,0.63914,5.501,N/A,12413726720,1.718,0.31,0,0,0.7743,0.02478,0.16283001,N/A,N/A,N/A,15655653376,25335957504,5.497,0.4,7.04,0.4327,0.058517553,0.45,Other,Other,86400,31.49,2.18,11.04,18.26,2023,9,0,16,OUT_PERF,Banks
1235,Q Holding,QHOLDING.AE,United Arab Emirates,,,15132888600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Align Technology,ALGN,United States,Healthcare,190.43,15064249344,33.560497,18.383041,3.643863,0.10537,3.305,16.154,3999012096,53.408,0.04,0.70092005,0.20458001,0.18178,0.068670005,0.112629995,2.29,1.223,1.001,1043886976,88214000,51.761,1.668,N/A,0,0,0,S&P 500,North America,86400,18.58,2.69,9.37,6.53,2025,2,1,305,LAG_PERF,Healthcare
1237,Akamai,AKAM,United States,Technology,76.73,15061760000,23.669725,11.586827,2.3799276,0.12651,3.645,13.634,3991168000,26.363,0.025,0.59391,0.26735002,0.15644,0.03878,0.10657,95.003,1.233,1.111,1596583040,4634605056,32.522,0.654,N/A,0,0,0,S&P 500,North America,86400,13.31,2.74,6.83,3.74,2025,2,1,603,LAG_PERF,Software & Services
1238,Coca-Cola HBC,CCH.L,Switzerland,Consumer Defensive,3308,15060094208,23.272728,16.234146,376.5984,0.0763,1.269,8.668,10754400256,29.521,0.081,0.36055002,0.14637999,0.110290006,0.07168,0.25261998,120.515,1.168,0.942,2432100096,3980600064,8.837,0.95,2.74,0.5407,0.00031136637,1.03,Other,Other,86400,17.17,8.49,6.74,1.94,2025,2,2,224,LAG_PERF,Food Products
1239,Olympus,7733.T,Japan,Healthcare,2001,15049535704,24.87556,16.3085,3.1453683,0.084300004,2.339,11.586,993334001664,860.013,0.051,0.67152,0.20191999,0.15416001,0.0585,0.12991,31.761,1.562,0.994,220256993280,233332998144,651.434,0.616,0.68,0.2185,0.008995502,18,Asian Index,Asia,86400,24.85,2.22,15.55,7.09,2025,2,3,305,AVG_PERF,Healthcare
