Rank,Name,Symbol,country,sector,previousClose,marketCap,trailingPE,forwardPE,priceToBook,profitMargins,enterpriseToRevenue,enterpriseToEbitda,totalRevenue,revenuePerShare,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,debtToEquity,currentRatio,quickRatio,totalCash,totalDebt,bookValue,beta,fiveYearAvgDividendYield,payoutRatio,trailingAnnualDividendYield,trailingAnnualDividendRate,Index,Continent,maxAge,totalEsg,environmentScore,socialScore,governanceScore,ratingYear,ratingMonth,highestControversy,peerCount,esgPerformance,peerGroup
1240,IDEX,IEX,United States,Industrials,192.98,15042432000,29.280874,22.819836,3.8888113,0.15449001,4.923,18.257,3268800000,43.181,0.094,0.44506,0.26964,0.20233999,0.06996,0.13758,55.03,2.529,1.726,620800000,2087900032,49.996,0.968,1.12,0.4081,0.014302,2.76,S&P 500,North America,86400,30.65,13.79,11.75,5.11,2025,2,1,268,LEAD_PERF,Machinery
1241,GarantiBank,GARAN.IS,Turkey,Financial Services,128,15033027541,5.768877,3.7027187,1.5957514,0.3995,1.743,N/A,228391796736,54.379,0.395,0,0,0.56972003,0.03542,0.31949,N/A,N/A,N/A,426518183936,285476061184,78.521,0.712,2.67,0.1436,0,0,Other,Other,86400,23.53,1.22,9.71,12.6,2023,9,1,16,AVG_PERF,Banks
1242,Next plc,NXT.L,United Kingdom,Consumer Cyclical,10015,15025614022,15.120242,0.14504519,881.45514,0.1377,2.382,12.189,5834500096,48.339,0.136,0.43980998,0.19542,0.17073,0.14417,0.62532,125.904,1.679,1.005,153600000,1862000000,11.27,1.336,2.95,0.3152,0.0002156765,2.16,Other,Other,86400,18.67,2.84,11.57,4.26,2025,2,3,268,LAG_PERF,Retailing
1243,Hims &amp,HIMS,,,,15018246144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Insmed,INSM,United States,Healthcare,81.06,14997439488,N/A,-19.075651,50.716534,-2.5123801,39.999,-18.706,363707008,2.217,0.248,0.76426005,-2.1382499,-2.34785,-0.29305,N/A,459.019,5.45,4.994,1433826048,1309944064,1.591,1.115,N/A,0,0,0,S&P 500,North America,86400,32.39,,,,2025,2,0,503,LEAD_PERF,Pharmaceuticals
1245,Ivanhoe Mines,IVN.TO,Canada,Basic Materials,14.97,14984686890,60.666668,16.735632,3.9447305,5.5890803,498.471,-164.085,40818000,0.031,N/A,-0.2117,0,-1.4128101,-0.01669,0.04593,7.635,1.252,0.667,117343000,369192000,3.691,1.89,N/A,0,0,0,Other,Other,86400,27.36,14.22,9.38,3.77,2025,2,2,121,AVG_PERF,Diversified Metals
1246,Kubota,6326.T,Japan,Industrials,1952,14962842590,9.89125,9.935473,0.90730166,0.0764,1.455,10.065,3016281030656,2586.576,-0.032,0.30766,0.14458,0.05452,0.034679998,0.10073,83.149,1.617,1.091,398921007104,2278076973056,2155.292,0.781,2.06,0.253,0.025614753,50,Asian Index,Asia,86400,19.47,2.03,11.71,5.73,2025,2,2,268,LAG_PERF,Machinery
1247,SAAB AB,SAAB-B.ST,Sweden,Industrials,296.85,14954489389,38.6,30.065327,4.510229,0.06543,2.473,20.659,63751000064,119.382,0.293,0.21431999,0.119720004,0.08964,0.03783,0.123509996,29.004,1.316,0.826,11921999872,10387000320,66.327,0.465,1.6,0.2067,0.006737409,2,Other,Other,86400,30.78,11.41,13.9,5.46,2025,2,2,61,LEAD_PERF,Aerospace & Defense
1248,Owens Corning,OC,United States,Industrials,165.46,14937621504,13.335314,9.572822,2.397003,0.09924,1.887,8.165,10439000064,119.235,0.229,0.30108,0.23115,0.18746,0.08671,0.19126,105.006,1.44,0.774,499000000,5957000192,65.536,1.459,1.41,0.19690001,0.014505017,2.4,S&P 500,North America,86400,18.51,9.88,4.51,4.12,2025,2,1,68,LAG_PERF,Building Products
1249,Power Finance Corp,PFC.NS,India,Financial Services,389.7,14924674802,5.665976,6.962175,1.1481034,0.53849,25.509,N/A,414099013632,125.481,0.216,0.99573,0,0.95707,N/A,N/A,635.304,N/A,N/A,295864991744,9221964824576,333.463,0.78,7.64,0.2331,0.053246085,20.75,Asian Index,Asia,86400,20.46,,,,2023,9,2,16,AVG_PERF,Banks
1250,Booz Allen Hamilton,BAH,United States,Industrials,112.3,14918898688,17.066418,16.35837,12.012291,0.0739,1.474,12.379,11776700416,91.515,0.135,0.23655,0.11911,0.09984,0.11649,0.75801,297.377,1.569,1.477,456228000,3598018048,9.519,0.554,1.56,0.3045,0.018165627,2.04,S&P 500,North America,86400,13.06,1.37,6.77,4.92,2025,2,2,603,LAG_PERF,Software & Services
1251,Wilmar International,F34.SI,Singapore,Consumer Defensive,3.08,14867638440,12.72,9.636363,0.99968565,0.01736,0.592,10.86,67379081216,10.771,0.053,0.07771,0.05452,0.03587,0.024449999,0.054429997,127.722,1.123,0.609,10462991360,28599134208,3.181,0.451,3.91,0.6788,0.037987012,0.117,Asian Index,Asia,86400,29.76,16.07,8.69,5,2025,2,3,224,AVG_PERF,Food Products
1252,AMH (American Homes 4 Rent),AMH,United States,Real Estate,35.14,14861414400,32.587963,55.865078,1.8168912,0.23858,10.715,21.186,1728696960,4.705,0.068,0.55608004,0.50576,0.24392,0.01921,0.060399998,64.05,2.149,0.477,199412992,5027070976,19.371,0.786,1.63,0.96300006,0.029595902,1.04,S&P 500,North America,86400,11.58,4.66,3,3.92,2025,2,0,512,LAG_PERF,Real Estate
1253,Informa plc,INF.L,United Kingdom,Communication Services,882.6,14857428186,37.826084,0.15387335,180.34827,0.09297,4.139,13.6,3364400128,2.462,0.115,0.36169997,0.30436,0.18326999,0.036310002,0.0515,29.869,0.557,0.537,342000000,2055500032,4.824,1.116,2.92,0.7895,0.000210741,0.186,Other,Other,86400,9.3,0.12,4.07,5.12,2025,2,1,140,LAG_PERF,Media
1254,PTT Exploration and Production,PTTEP.BK,Thailand,Energy,126.5,14823972698,6.2940583,7.0821533,31.494078,0.25187,56.744,81.566,8842301440,2.227,0.007,0.79664004,0.69567,0.42470002,0.084750004,0.1467,23.855,2.105,1.798,4229186048,3761180928,3.969,0.839,5.41,0.4909,0.0022134387,0.28,Other,Other,86400,31.44,17.86,7.12,6.46,2023,9,3,15,OUT_PERF,Oil & Gas Producers
1255,Yankuang Energy (Yanzhou Coal Mining),600188.SS,China,Energy,13.05,14806813236,7.222826,7.6820807,1.2784992,0.1318,1.561,4.142,120827928576,14.113,-0.155,0.43695998,0.37691003,0.22708,0.0545,0.18943001,83.718,0.888,0.511,46291755008,109230743552,10.395,0.351,7.61,0.8078,0.10544062,1.376,Asian Index,Asia,,,,,,,,,,,
1256,Graco,GGG,United States,Industrials,86.05,14778182656,30.618795,28.034092,5.6601114,0.23000999,6.605,21.348,2113315968,12.513,-0.032,0.53113997,0.30938998,0.23627001,0.12094,0.20218,1.883,3.69,2.558,675336000,48653000,15.255,0.835,1.16,0.36169997,0.012085996,1.04,S&P 500,North America,86400,26.94,8.49,13.51,4.94,2025,2,0,268,AVG_PERF,Machinery
1257,Amcor,AMCR,Switzerland,Consumer Cyclical,10.25,14742467584,18.790909,13.082278,3.9446566,0.05894,1.614,11.459,13539999744,9.4,-0.003,0.2017,0.14084,0.08979,0.05138,0.20721,197.441,1.259,0.57,445000000,7485000192,2.62,0.847,4.4,0.91199994,0.04926829,0.505,Other,Other,86400,14.69,11.21,0.95,2.54,2025,2,1,43,LAG_PERF,Containers & Packaging
1258,Mobileye,MBLY,Israel,Consumer Cyclical,16.51,14716592128,N/A,39.439026,1.0859637,-1.8682001,7.271,-30.414,1654000000,2.044,-0.231,0.44799998,-0.23906,-0.16612,-0.02333,-0.2288,0.414,6.529,4.919,1426000000,50000000,14.89,0.243,N/A,0,0,0,Other,Other,86400,25.71,6.15,12.34,7.22,2025,2,0,603,AVG_PERF,Software & Services
1259,Brown Forman,BF-A,United States,Consumer Defensive,32.28,14709993472,15.834907,N/A,4.2818875,0.24614,4.424,15,4079000064,8.622,-0.011,0.59206,0.29493,0.31233,0.084589995,0.28049,86.451,2.702,0.882,416000000,3203000064,7.84,0.74,1.3,0.4109,0.026982652,0.871,S&P 500,North America,,,,,,,,,,,
1260,Emaar Development,EMAARDEV.AE,United Arab Emirates,Real Estate,13.4,14702879593,6.910995,5.2364535,1.8599408,0.39867002,1.737,3.673,19146612736,4.787,0.465,0.55073,0.47292,0.49291,0.10444,0.33353,0.012,15.038,9.393,23569620992,3673000,7.097,0.681,N/A,0.2723,0.05074627,0.68,Other,Other,,,,,,,,,,,
1261,Avery Dennison,AVY,United States,Consumer Cyclical,184.36,14701784064,21.282038,17.681084,6.4491024,0.08051,2.015,12.36,8755699712,108.497,0.036,0.28903,0.16305,0.12806,0.08392,0.31704,135.935,1.075,0.627,329100000,3152199936,28.842,0.897,1.59,0.3952,0,0,S&P 500,North America,86400,10.98,7.03,1.28,2.67,2025,2,1,43,LAG_PERF,Containers & Packaging
1262,Amundi,AMUN.PA,France,Financial Services,68.8,14657775182,11.610169,9.856115,1.2374896,0.3952,N/A,N/A,3496999936,17.077,-0.743,0.47469002,0.48591,0.45887002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.354,1.196,N/A,0.6942,0.06177325,4.25,Eurostoxx,Europe,86400,16.61,0.37,9.06,7.18,2025,2,0,357,LAG_PERF,Diversified Financials
1263,Grupo Financiero Inbursa,GFINBURO.MX,Mexico,Financial Services,49.61,14644598289,9.886,19.46063,1.2705961,0.61557,6.471,N/A,55648440320,8.123,-0.117,0,0,0.75705004,0.04553,0.14172,N/A,N/A,N/A,58718998528,86215000064,38.903,0.494,1.66,0,0,0,Other,Other,86400,32.05,2.4,13.67,15.98,2025,2,1,454,LEAD_PERF,Banks
1264,Mediobanca,MB.MI,Italy,Financial Services,16.495,14643888717,10.421383,9.522988,1.228955,0.39049998,10.243,N/A,3385117952,4.137,0.225,0,0,0.53861,0.01391,0.12111,N/A,N/A,N/A,15171800064,36014698496,13.483,1.098,4.79,0.6739,0.03394968,0.56,Eurostoxx,Europe,86400,13.51,0.65,4.9,7.95,2025,2,1,357,LAG_PERF,Diversified Financials
1265,West Pharmaceutical,WST,United States,Healthcare,210.91,14640796672,32.189835,28.636969,5.8045826,0.1703,5.209,20.121,2893199872,39.633,0.023,0.34512,0.25888002,0.22943,0.09929,0.17713,11.382,2.795,1.927,484600000,305300000,37.1,1.003,0.23,0.12109999,0.0038405007,0.81,S&P 500,North America,86400,17.97,2.94,9.4,5.63,2025,2,0,305,LAG_PERF,Healthcare
1266,EPAM Systems,EPAM,United States,Technology,208.84,14640359424,26.671776,18.663092,3.2724822,0.096140005,2.275,16.136,4727940096,82.529,0.079,0.30231002,0.14096,0.121350005,0.07998,0.12798999,4.496,2.955,2.789,1287956992,163254000,63.817,1.511,N/A,0,0,0,S&P 500,North America,86400,27.36,4.84,16.47,6.06,2025,2,0,603,AVG_PERF,Software & Services
1267,Ball Corporation,BALL,United States,Consumer Cyclical,51.35,14634810368,37.532845,14.566572,2.5383818,0.33980998,1.672,10.937,11795000320,38.614,-0.008,0.20695,0.15286,0.10799,0.04004,0.08805,101.467,0.999,0.63,889000000,6016999936,20.257,0.944,1.1,0.5839,0.015579358,0.8,S&P 500,North America,86400,13.06,10.13,0.89,2.04,2025,2,2,43,LAG_PERF,Containers & Packaging
1268,Kimco Realty,KIM,United States,Real Estate,21.52,14629507072,39.51818,31.050001,1.386426,0.20166,11.146,18.369,2037014016,3.033,0.163,0.68697,0.60678,0.31645,0.021300001,0.04078,79.094,3.574,3.574,689731008,8578375168,15.677,1.494,4.7,1.7636,0.04507435,0.97,S&P 500,North America,86400,11.22,4.54,2.54,4.13,2025,2,0,512,LAG_PERF,Real Estate
1269,Credicorp,BAP,Bermuda,Financial Services,178.97,14627770368,9.744981,8.68472,0.42633802,0.30051002,1.294,N/A,17358172160,218.437,0.155,0,0,0.45051998,0.02179,0.16118999,N/A,N/A,N/A,21793959936,29421021184,421.262,1.075,3.02,0.5144,0.1955635,35,Other,Other,86400,20.32,0.98,11.9,7.43,2025,2,1,454,AVG_PERF,Banks
1270,Metro,MRU.TO,Canada,Consumer Defensive,92.73,14623404097,22.08411,20.025423,2.940792,0.044970002,N/A,N/A,21362800640,95.583,0.029,0.19726999,0.0844,0.06766,0.0624,0.13772,62.145,1.348,0.486,N/A,4432600064,32.141,0.107,1.53,0.31309998,0.014827995,1.375,Other,Other,86400,22.11,6.82,10.7,4.59,2025,2,3,73,AVG_PERF,Food Retailers
1271,Westlake Chemical,WLK,United States,Basic Materials,109.71,14619714560,149.31944,13.126985,1.2977403,0.00808,1.419,9.48,12124999680,94.405,0.001,0.15076,0.14969,0.08181,0.02461,0.01255,48.954,2.786,1.986,2915000064,5475999744,82.844,1.163,1.37,2.8125,0.018457754,2.025,S&P 500,North America,86400,28.21,18.31,3.33,6.56,2025,2,2,182,AVG_PERF,Chemicals
1272,Nemetschek,NEM.F,Germany,Technology,118,14609123971,78.98649,74.458595,17.292898,0.18491,15.249,59.655,924252992,8.002,0.151,0.54306,0.25562,0.21597,0.08051,0.22156,84.838,0.412,0.381,264387008,693028992,6.76,0.882,0.53,0.3243,0.0040677967,0.48,Eurostoxx,Europe,86400,16.2,1.1,10.09,5,2025,2,0,603,LAG_PERF,Software & Services
1273,CF Industries,CF,United States,Basic Materials,77.9,14584615936,11.525223,12.56958,2.6472192,0.20518999,2.939,6.583,5936000000,32.905,-0.03,0.34636003,0.44643003,0.27231002,0.07745,0.18503,42.756,3.081,2.467,1614000000,3246000128,29.344,0.966,2.37,0.2967,0.02567394,2,S&P 500,North America,86400,28.16,15.89,8.85,3.42,2025,2,1,182,AVG_PERF,Chemicals
1274,Astera Labs,ALAB,United States,Technology,85.72,14577554432,N/A,71.01739,13.714525,-0.21049999,32.775,-115.033,396289984,3.019,1.793,0.76383,-0.28492,0.00102,-0.11599,-0.14867,0.319,11.705,11.013,914300992,3074000,5.955,N/A,N/A,0,0,0,S&P 500,North America,,,,,,,,,,,
1275,Yuanta Financial Holding,2885.TW,Taiwan,Financial Services,37.05,14559675705,15.711207,13.651686,1.5126364,0.21917,1.784,5.845,137468264448,10.621,0.685,0.79425,0.23351,0.4525,0.00936,0.102749996,194.03,2.44,2.145,904465022976,648013414400,24.097,0.731,4.31,0.465,0.029095815,1.078,Asian Index,Asia,,,,,,,,,,,
1276,Hong Kong and China Gas,0003.HK,Hong Kong,Utilities,6.06,14538947819,21.103449,16.999998,1.9941349,0.10035,3.165,15.824,55289700352,2.963,-0.058,0.39303002,0.20002002,0.15767999,0.029949998,0.09187,89.957,0.589,0.417,9977199616,61169901568,3.069,0.575,4.28,1.2195,0.057755776,0.35,Asian Index,Asia,86400,22.06,8.05,7.64,6.37,2025,2,2,234,AVG_PERF,Utilities
1277,Bureau Veritas,BVI.PA,France,Industrials,30.94,14521034344,28.272726,21.013514,8.548654,0.084359996,2.578,14.084,5992200192,13.238,0.042,0.29787,0.18302,0.13325,0.07989,0.29916,179.403,1.329,1.314,1529500032,3045900032,3.638,0.877,2.62,0.7545,0.026826113,0.83,Eurostoxx,Europe,86400,10.57,0.05,5.27,5.24,2025,2,1,212,LAG_PERF,Commercial Services
1278,JD Health,6618.HK,China,Healthcare,36.75,14496595708,40.055557,21.716867,2.171425,0.0478,1.236,71.569,54763565056,17.476,0.046,0.22574,0.01727,0.03652,0.00765,0.05187,0.418,3.738,3.316,47919878144,217706000,16.602,1.04,N/A,0,0,0,Asian Index,Asia,86400,19.58,4.95,9.86,4.77,2025,2,0,73,LAG_PERF,Food Retailers
1279,Sekisui House,1928.T,Japan,Consumer Cyclical,3354,14496250635,9.652432,8.880411,1.2242142,0,0.95,10.385,3780750082048,5833.087,0.381,0,0,0.07519,0.05035,0.12844,95.725,2.058,0.34,364178997248,1741068959744,2738.083,N/A,3.82,0.3686,0.038163386,128,Asian Index,Asia,86400,15.95,7.74,4.26,3.95,2025,2,1,41,LAG_PERF,Homebuilders
1280,China Railway Construction,601186.SS,China,Industrials,8.25,14494753733,5.8287673,4.9476743,0.35898086,0.02053,0.507,8.645,1089655406592,78.79,-0.088,0.10306,0.05861,0.04064,0.01594,0.06962,120.527,1.044,0.681,162947743744,505494241280,23.706,0.236,3.02,0.23969999,0.042424243,0.35,Asian Index,Asia,,,,,,,,,,,
1281,Everest Group,EG,Bermuda,Financial Services,337.14,14453273600,10.715005,5.1245675,1.0556475,0.080010004,0.689,N/A,17159999488,397.192,0.194,0.09423,0,-0.19678,0.01799,0.10141,25.852,0.442,0.33,6256000000,3587000064,322.674,0.644,2.24,0.2439,0.022987481,7.75,Other,Other,86400,17.96,1.39,6.67,9.91,2023,9,1,6,UNDER_PERF,Insurance
1282,Continental,CON.DE,Germany,Consumer Cyclical,69,14452989064,13.98008,7.2650104,1.0202065,0.025090002,0.494,5.234,40072499200,200.194,-0.04,0.21658,0.09441,0.07556,0.0326,0.071729995,54.198,1.251,0.718,2131000064,7695000064,68.79,1.461,2.7,0.4382,0.03188406,2.2,Eurostoxx,Europe,86400,24.57,8.7,9.38,6.49,2025,2,2,86,AVG_PERF,Auto Components
1283,Sumitomo Denki K?gy?,5802.T,Japan,Consumer Cyclical,2776.5,14440252117,11.454843,12.371624,0.92402077,0.040289998,0.622,5.756,4622127202304,5926.821,0.038,0.18374,0.10799,0.07334,0.04023,0.08814,32.872,1.651,0.822,338849005568,837968003072,2959.349,0.535,2.93,0.3686,0.03169458,88,Asian Index,Asia,86400,20.93,5.37,9.8,5.77,2025,2,0,109,AVG_PERF,Electrical Equipment
1284,Mashreqbank,MASQ.AE,United Arab Emirates,Financial Services,260,14419995463,5.802969,8.024883,1.5324486,0.65706,4.482,N/A,13571342336,67.65,0.162,0,0,0.77289003,0.03554,0.261,N/A,N/A,N/A,43494608896,51101319168,168.358,-0.583,5.66,0.41619998,0.08115385,21.1,Other,Other,,,,,,,,,,,
1285,Hologic,HOLX,United States,Healthcare,64.49,14405837824,20.712025,13.866526,3.0928075,0.1842,3.722,11.753,4039000064,17.287,0.009,0.60931,0.31669,0.22871,0.07102,0.15784,53.221,3.485,2.604,1978400000,2540400128,21.162,0.978,N/A,0,0,0,S&P 500,North America,86400,21.85,4.26,12.27,5.32,2025,2,2,305,AVG_PERF,Healthcare
1286,Plains All American Pipeline,PAA,United States,Energy,20.48,14404104192,27.5,14.442447,1.4402038,0.015420001,0.505,10.697,50073001984,71.329,-0.023,0.054819997,0.04721,0.01984,0.03102,0.08297,60.583,0.97,0.97,348000000,7934000128,13.939,1.626,8.55,1.7397,0.06508789,1.333,S&P 500,North America,86400,32.17,,,,2025,2,2,85,LEAD_PERF,Refiners & Pipelines
1287,Doximity,DOCS,United States,Healthcare,72.37,14388004864,70.55,59.285713,12.834273,0.36597002,23.17,55.702,550168000,2.951,0.246,0.90190005,0.41596,0.47458,0.12885,0.21242,1.256,8.739,8.54,844940032,12947000,5.497,1.394,N/A,0,0,0,S&P 500,North America,86400,20.88,4.19,10.11,6.58,2025,2,0,603,AVG_PERF,Software & Services
1288,IHH Healthcare,Q0F.SI,Malaysia,Healthcare,2.18,14345839097,24.333332,54.750004,0.67697066,0.11542,1.267,6.239,22983837696,2.61,-0.031,0.33795,0.20315,0.16197,0.044,0.1001,28.703,0.857,0.745,2111000064,9041000448,3.235,0.188,1.07,0.3321,0.04587156,0.1,Other,Other,86400,34.8,5.08,21.44,8.28,2023,9,1,4,OUT_PERF,Healthcare
1289,Knorr-Bremse,KBX.DE,Germany,Consumer Cyclical,82.2,14341262015,21.649078,19.215458,4.287506,0.055710003,1.691,10.384,7996400128,49.719,-0.042,0.52988,0.16287,0.107480004,0.06367,0.15831,84.034,1.611,1.157,2263000064,2627399936,19.137,0.992,2.28,0.4327,0.019951338,1.64,Eurostoxx,Europe,86400,16.59,7.48,5.59,3.52,2025,2,0,268,LAG_PERF,Machinery
1290,Bentley Systems,BSY,United States,Technology,45.59,14338739200,41.13964,38.699154,13.913772,0.27725,11.986,45.112,1313913984,4.177,0.093,0.80776,0.26569998,0.21211,0.05573,0.42207,141.092,0.516,0.428,72175000,1458903040,3.282,1.034,N/A,0.20719999,0.005044966,0.23,S&P 500,North America,86400,17.7,5.26,7.13,5.31,2025,2,0,603,LAG_PERF,Software & Services
1291,Jefferies Financial Group,JEF,United States,Financial Services,65.62,14325224448,21.883446,14.491053,1.3106246,0.10604,-0.675,N/A,7010603008,32.295,0.635,0.78874,0,0.15607001,0.01165,0.07114,317.742,1.536,1.535,50817372160,32490326016,49.423,1.319,2.87,0.43919998,0.019811032,1.3,S&P 500,North America,86400,26.54,2.82,11.25,12.47,2025,2,2,357,AVG_PERF,Diversified Financials
1292,Vestas Wind Systems,VWS.CO,Denmark,Industrials,98.02,14316826800,27.005463,329.46664,28.167568,0.02885,5.66,86.172,17294999552,17.192,0.287,0.11894,0.06568,0.123430006,0.01959,0.15006,92.349,1.039,0.617,3976999936,3271000064,3.509,1.265,0.99,0,0.00071414,0.07,Other,Other,86400,16.27,3.81,8.59,3.87,2025,2,2,109,LAG_PERF,Electrical Equipment
1293,E.SUN Bank,2884.TW,Taiwan,Financial Services,29.65,14307250663,17.831326,17.939394,1.9141232,0.37085,6.422,N/A,72110456832,4.51,0.277,0,0,0.47485,0.00712,0.11241,N/A,N/A,N/A,385412431872,374056026112,15.464,0.529,2.44,0.72190005,0.039662734,1.176,Asian Index,Asia,86400,12.09,1.23,4.24,6.62,2023,9,1,16,UNDER_PERF,Banks
1294,Saudi Arabian Fertilizer Company,2020.SR,Saudi Arabia,Basic Materials,113.8,14304043483,15.909091,14.62141,2.862766,0.30079,4.04,9.601,11061291008,23.238,0.015,0.33862,0.42077,0.51293,N/A,0.17872,0.94,N/A,N/A,10768128000,185303008,39.123,0.275,4.48,0.85230005,0,0,Other,Other,,,,,,,,,,,
1295,Singapore Airlines,C6L.SI,Singapore,Industrials,6.55,14295421943,7.643678,14.148936,1.4415781,0.10212,1.157,6.626,19347699712,5.467,0.037,0.31504,0.17466,0.08377,0.02851,0.12571,93.175,1.006,0.941,10634099712,13150000128,4.613,0.837,3.45,0.5505,0.073282436,0.48,Asian Index,Asia,86400,24.07,7.14,11.55,5.38,2025,2,2,172,AVG_PERF,Transportation
1296,Bunzl,BNZL.L,United Kingdom,Consumer Defensive,3366,14271814325,23.131035,0.16229555,397.2051,0.04204,1.154,13.427,11601800192,34.617,-0.033,0.27626,0.08597,0.06774,0.05801,0.17857,123,1.153,0.749,1381400064,3483599872,8.444,0.483,2.04,0.4723,0.00020855616,0.702,Other,Other,86400,15.72,4.86,7.13,3.72,2025,2,0,95,LAG_PERF,Traders & Distributors
1297,Uni-President Enterprises,1216.TW,Taiwan,Consumer Defensive,82.8,14223263029,24.7006,19.141531,3.6100292,0.029509999,1.073,12.402,647052591104,113.877,0.084,0.32665002,0.086490005,0.06126,0.0304,0.15341,145.057,0.944,0.685,140436865024,292331421696,22.853,0.31,3.85,0.8982,0.036231883,3,Asian Index,Asia,86400,28.13,12.41,8.67,7.04,2023,9,0,9,AVG_PERF,Food Products
1298,Rivian,RIVN,United States,Consumer Cyclical,12.97,14217933824,N/A,-4.4251823,2.0912385,-0.95492995,2.373,-3.403,4969999872,4.906,0.319,-0.20261998,-0.69718003,-0.3812,-0.17459999,-0.60433996,73.453,4.701,3.618,7699999744,4819999744,5.798,2.042,N/A,0,0,0,S&P 500,North America,86400,30.23,5.84,17.16,7.23,2025,2,2,48,LEAD_PERF,Automobiles
1299,Shandong Gold Mining,600547.SS,China,Basic Materials,24.5,14182795639,42.431038,21.03419,4.538079,0.03588,2.116,13.631,84957806592,24.646,0.528,0.15902,0.15526,0.113850005,0.03778,0.085319996,117.933,0.504,0.33,15468595200,64968867840,5.423,0.48,0.32,0.24139999,0.008979592,0.22,Asian Index,Asia,,,,,,,,,,,
1300,James Hardie Industries,JHX,Ireland,Basic Materials,31.69,14179568640,30.79703,17.090658,6.3648453,0.11148,3.649,13.105,3910899968,9.048,-0.026,0.39451,0.2784,0.2163,0.11359999,0.21825,56.568,2.177,1.19,539100032,1188099968,4.887,1.21,2.27,0,0,0,Eurostoxx,Europe,,,,,,,,,,,
1301,bioM�rieux,BIM.PA,France,Healthcare,112.5,14178246340,32.91066,24.989058,3.4842565,0.10805,3.566,15.72,3806500096,32.258,0.074,0.55718,0.22684999,0.15159,0.07083,0.10609,14.394,2.21,1.199,272200000,558499968,32.776,0.272,0.64,0.245,0.0075555556,0.85,Eurostoxx,Europe,86400,20.64,3.03,11.39,6.22,2025,2,0,305,AVG_PERF,Healthcare
1302,KPN,KPN.AS,Netherlands,Communication Services,3.507,14152623917,16.895239,14.783334,3.8565218,0.15008001,3.516,8.655,5597000192,1.418,0.038,0.53725,0.40629002,0.26197,0.072399996,0.24058,181.252,0.598,0.206,445000000,6487000064,0.92,0.277,4.74,0.7083,0.047333904,0.166,Eurostoxx,Europe,86400,18.11,2.83,11.69,3.59,2025,2,2,100,LAG_PERF,Telecommunication Services
1303,Halma,HLMA.L,United Kingdom,Industrials,2914,14149312380,37.526318,0.29708335,618.7893,0.13277,5.4,23.942,2157900032,5.72,0.13,0.52551,0.22554001,0.18216999,0.08722,0.16896,47.507,2.717,1.845,180200000,826899968,4.609,0.578,0.8,0.2857,0.00007618394,0.222,Other,Other,86400,9.42,3.08,3.77,2.57,2025,2,0,236,LAG_PERF,Technology Hardware
1304,Banco BPM,BAMI.MI,Italy,Financial Services,9.096,14137081326,7.1500006,10.057143,0.9408862,0.36916,4.341,N/A,5202035200,3.465,0.202,0,0,0.33276,0.00959,0.13409,N/A,N/A,N/A,21443403776,30370646016,9.727,0.864,5.08,0.7505,0.109938435,1,Eurostoxx,Europe,86400,13.24,0.67,8.47,4.11,2025,2,1,454,LAG_PERF,Banks
1305,Hyatt Hotels,H,United States,Consumer Cyclical,140.02,14124590080,10.88845,34.84304,3.7306194,0.3932,4.982,21.924,3296000000,33.029,-0.124,0.42536,0.22725001,0.12615,0.01988,0.3506,106.142,0.835,0.752,1383000064,4060999936,36.892,1.481,N/A,0.047399998,0.0042851022,0.6,S&P 500,North America,86400,29.12,11.77,11.19,6.16,2025,2,2,213,AVG_PERF,Consumer Services
